B0009XLVG0,B001L1KH6Y,B003THML30,B004YWHTBS,B003WLC4VC,B003THQKXM,B003NZHOQ2,B005LXGGH2,B000G82L5I,B000FBQ5EY,B003THTKZC,B003UE2X2G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CC9V42,B0054TWQ2C,B0037QGKSK,B000JKJJHG,B0000DID5Q,B003JA5KBW,B0000GHNUE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002F8E47K,B002F8R5LM,B002F8CX96,B002F8DWYQ,B002F89KCY,B002LN4LYA,B002F8I5JS,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000F9BCQ2,B000E65OF6,B004W7T9VI,B000E671W0,B000J36EQC,B000J36EQC,B000J36EQC,B000J36EQC,B00142EAKO,B000E65OV0,B000168O3I,B0014AX0WA,B0014AX0WA,B000NHYNNU,B000NHYNNU,B004U7KPY0,B000E672C4,B000FFQD2O,B0001VVCYG,B000E130DY
B006FX6UKU,B000GJ3JUS,B0018CIT4S,B001BU0JEK,B002LSI1SW,B000HFMPLK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B005HO0ARM,B000FI61OQ,B00160A1Y8,B000FI2VHM,B003VIFH1K,B002AQ0OW6,B005HO0A18,B001GVIRYS,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B003XW3YRS,B008FHUDW0,B000TK6LBS,B004DN9LCS,B0029JVD0Q,B007OXJL0G,B003XW3Y7I,B00474OR8G,B007PA33KM,B004779XSM,B0041FJBN2,B0031QKZO6,B005HUVI0Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001P1Y79S,B000LKYX5C,B000UXYJUE,B000LKV4LS,B001E5DZHK,B000CQ6KR4,B000EDM6PA,B001M22LX4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B0044YQFDE,B0096EZHM2,B0041NYV8E,B0062YMZII,B0007A0AQW,B006J4MAIQ,B000I4P7UQ,B0006SKCVI,B002LANN56,B005VTQ05Y,B000EZIEFO,B0007A0AQM,B00448JJLA,B0002QX3Q0,B000SE6JCG,B0062YN5DM,B0049BCL0I,B0009P68KM,B004E4CCSQ,B001P2KCXC
B0044YQFDE,B00412W76S,B00020HHRW,B0049ULB78,B0014B0HWK,B000FVDWU4,B007PA30ZU,B0016B7Z32,B0009VO58S,B00073IVAQ,B00474CSVE,B000FVBYCW,B00020HHAO,B001EO5Y8Y,B00020HHM2,B00142BX68,B000VJYTZM,B0009F3PM6,B00188S3PM,B000M0F58U
B00110FN28,B000FA15RW,B0013MEB40,B000F9Z2BS,B0016510QG,B002UQJA5I,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B00110FN28,B000FA15RW,B0013MEB40,B000F9Z2BS,B0016510QG,B002UQJA5I,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B00110FN28,B000FA15RW,B000W7WRAC,B001EQ5JNW,B0013MEB40,B000CQBZOC,B000F9Z2BS,B0016510QG,B002UQJA5I,B001E4S6TI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B00110FN28,B0005YWCM0,B003ZXFX2E,B000FA15RW,B0051OPWGC,B003ZXG0VW,B003WP0L72,B004P7QDLY,B004BOQNO8,B0007SNZSO,B001AY8570,B0013MEB40,B003GT8YCS,B001FA1AXU,B000F9Z2BS,B000F9XB2U,B0044U3T82,B000PJIGVG,B005CV7VN6,B00408OSPQ
B00110FN28,B000FA15RW,B0012QD8MS,B0013MEB40,B000F9Z2BS,B0016510QG,B002UQJA5I,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B00110FN28,B001ONPN9K,B000FA15RW,B003DNL9U6,B000OYMGMC,B004MTPJBK,B000IXUK2W,B002SICF82,B006BXUVPY,B007OXJJE4,B001OCKIP0,B001FA1DXW,B001E5E060,B001FA1EHC,B0000DD8Y6,B002XTOHFU,B0044MNYIK,B000E63L7O,B003JMA64G,B000ILGG0Y
B00110FN28,B000FA15RW,B000Z4SWII,B0013MEB40,B0002DGL26,B000F9Z2BS,B0016510QG,B002UQJA5I,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B00110FN28,B000FA15RW,B0013MEB40,B000F9Z2BS,B0016510QG,B002UQJA5I,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B00110FN28,B000FA15RW,B002UGMH9Y,B0013MEB40,B00061BFE8,B001C1MCHK,B004R8E97G,B000F9Z2BS,B001E52Z94,B0016510QG,B0039UXJ4M,B001EQ5OVY,B000JLJEPW,B002UQJA5I,NaN,NaN,NaN,NaN,NaN,NaN
B00110FN28,B000FA15RW,B0013MEB40,B000F9Z2BS,B0016510QG,B002UQJA5I,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B00110FN28,B000FA15RW,B001M0ALE2,B000F4BCSK,B0000DJ89S,B0013MEB40,B000H226SA,B000F9Z2BS,B000OCO76M,B000H7F5IS,B0016510QG,B002UQJA5I,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B00110FN28,B000FA15RW,B0013MEB40,B000F9Z2BS,B0016510QG,B002UQJA5I,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B00110FN28,B000FA15RW,B0011MTYF8,B0013MEB40,B000F9Z2BS,B0016510QG,B002UQJA5I,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B00110FN28,B000FA15RW,B0013MEB40,B000F9Z2BS,B0016510QG,B002UQJA5I,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B00110FN28,B000FA15RW,B0013MEB40,B000F9Z2BS,B0016510QG,B002UQJA5I,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B00110FN28,B000FA15RW,B0013MEB40,B000F9Z2BS,B0016510QG,B005ELN5X4,B002UQJA5I,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000UZVPKO,B001EO7E0K,B000CQBZOW,B000CQIDHE,B003D4F1QS,B003D4F1QS,B000CQC050,B001NXM3I0,B000CQC04Q,B003D4IYSU,B003D4IYSU,B000CQID2Y,B000CQG87Q,B003CK0XC0,B001IZ81WU,B001NXHY8Y,B001NXM3GM,B003D4MW38,B003D4MW38,B0012BUR8Q
B000UZVPKO,B0045XE32E,B000V1RBSC,B001AHJ2D8,B000YSRK7E,B001Q9EFW8,B001AHL6CI,B001AHFVHO,B001Q9EGFY,B001AHJ2FQ,B001Q9EGFE,B001Q9EFVY,B001EQ5GG2,B0025UNVBI,B001EO60GY,B00248EE4O,B000H241DS,B000YSTIL0,B000LKX4ZC,NaN
B000UZVPKO,B001EQ4SHK,B000K8PNSG,B001EQ596O,B004OVATO8,B001EQ4NDO,B001B3JAL0,B00317HLMO,B000UUWECC,B000E16996,B000HDHZ4E,B002HFWNKG,B001M050CU,B004BKLHOS,B002HFRAN6,B000E123LE,B000EMU2BG,B001EQ4H7G,B000F0JOR0,B00199AJ6Q
B000UZVPKO,B001EPQQL2,B001RN1O0E,B000G0EP78,B000FZRYPO,B0018S09TK,B000E1BLMG,B001EO5XV2,B000V7MCBC,B000OYKC1O,B003ASYT60,B000TV8RIW,B002Y2QT98,B000E1HUS0,B000E63LOM,B007RTR8AM,B007RTR8AC,B001D3PXZ0,B001E50THY,B000HTUKTU
B000CMHMUC,B000MDHHOC,B005P6TCGW,B005PANYEY,B007P0549U,B005PIJQC0,B0075JTH7Q,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CMHMUC,B005DFL4PM,B001FXPNY4,B0043WOANY,B008BY7O9W,B008CTBK7S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CMHMUC,B001CWV4PA,B001DBJK4M,B0016J3L9Q,B001EO6FRI,B001EQ4P00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B006JW4TQE,B002867CMS,B0044QZ718,B0045G8KHA,B0030HPB1S,B004X8TIXA,B0045G6Y3M,B00523T236,B0045G8KFW,B0045GCTOK,B0044R368S,B007IPZ5LY,B0005Z6F5O,B0025UNV1S,NaN,NaN,NaN,NaN,NaN,NaN
B001EW5YQS,B0031YJ38W,B002OSFQ2I,B001BBXP7M,B000NBQUNW,B0013A94R6,B000CPCPWO,B000BXZ6FK,B000FFIL92,B000ESJNAG,B001KJ7FOY,B0007LXU0Y,B0014WYY1E,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EW5YQS,B002IEZJMA,B0061IUKDM,B0021491QM,B008J1HO4C,B00374QVX6,B004YGQPCI,B004J2BEXW,B002VTE7JI,B001EO5U3I,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B004391DK0,B000F0JOSO,B003J9HAU2,B0046IIPMW,B000EDG430,B0012PZ7U0,B000VK08OC,B000SWVPV8,B003J9D2CC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B004391DK0,B000LKZ9WS,B002N7DSLG,B0049OPXP0,B001KUUOQ4,B000EVG8J2,B000LKXGFU,B0041QIPKG,B000E46GFA,B002N7DSP2,B000EVKHQM,B002N7OCGQ,B002N7DSNE,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B004391DK0,B003TNANSO,B00820JYF2,B008JKTTUA,B008JKTH2A,B001D0DMMY,B001D0DMME,B001D09KAM,B008JKSJJ2,B008JKU2CO,B004OQJQ2O,B008MMTG4Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B004391DK0,B003TRFU06,B005AKJD6C,B006Y02OZO,B005BFJGJU,B006ILRBWU,B0095KATS4,B0057ISDW2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B004391DK0,B001E5DZTS,B00213ERI0,B002BCD2GO,B0047E2I5U,B005CGUTIA,B005CGUTIA,B005CGUTIA,B001VNEII0,B000I05WLY,B001SB22CO,B0013FPVP0,B005UFUXRA,B0047IG6OU,B0016LL5DS,B0008JGWFA,B002AYA6M6,B004HK7NTA,B000F959NO,B0007A0AQW
B004391DK0,B0000CEPDP,B001CWV4RS,B000EVG8HY,B001CWSKFC,B000EVG8FQ,B000EVIDWW,B001CWX7EG,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B004391DK0,B0013NUGDE,B007M83302,B000VK8AVK,B001RVFEP2,B0026KNQSA,B007M832YY,B0026KPDG8,B001RVFERK,B006HYLW32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B004391DK0,B002QWP89S,B001H0FI22,B0026RQTGE,B003YKAT68,B0002ASNAW,B0002ASNMK,B0044ROIFS,B002QWHJOU,B002QWP8H0,B001B1OK80,B001P05K6I,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B004391DK0,B00473Q6I6,B001HXMQNS,B000E4C2LW,B001BO8S76,B001YJBLMM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B004391DK0,B000GZYAT6,B000FK63U6,B000LKTJ10,B00473O48K,B000LKUTUK,B000FV8OX4,B000HDONQC,B00015NIFI,B00015UC4I,B002AQP5IE,B00182KADG,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B004391DK0,B0028VAQSU,B00213ERI0,B00113SKZW,B002AU4V94,B002AUCELQ,B001L4JH5I,B003ZEAJMW,B002AU3K1E,B00213IAUQ,B00213EU7I,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B004391DK0,B000EVE3Y4,B000EVE3YE,B000EVG8H4,B000EVG8HE,B001D0676C,B001ACNWUC,B000EVIDVI,B001CWU9E2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B004391DK0,B001CWV4PA,B002HQEYUC,B003C5TCYU,B000I5DJRI,B004IS56Y0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B004391DK0,B000FKAYO2,B001ELL3DM,B001EQ4P2I,B000GZU7SY,B004HOLD92,B000HPBRA0,B001EQ4RBM,B004HOLD4W,B001EQ4QJK,B005DDC4XK,B000LKTKCI,B001KVPBS4,B004HOQE64,B0040PWW84,B001LNTY70,B0040PWXX8,B000LKTY7Y,B003LJ95GC,B004HOOZEW
B004391DK0,B0002L3BYO,B000CQ01NS,B004VLVCGU,B000216O16,B004VLVD50,B007FGJAIU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B004391DK0,B000DZFMEQ,B000F6UMH0,B0026VPVK0,B006GIS3EA,B000ED9LSU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B004391DK0,B001EO5KSS,B000F0JOVG,B000HDKZJG,B002BG38R8,B002FYJTL0,B001EQ4LY0,B000LKVHZG,B004KPZOIE,B004SEUA40,B00153C4B4,B000HDJZWO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B004391DK0,B001L4JH5I,B000NMJWZO,B003TU3RTY,B000DZH1CM,B00286LO3G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000GPKI10,B000EXMP74,B000KGW28M,B000KGW27S,B000KGW2BY,B000FDCVOA,B000P7FIXC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B0025VQGHS,B00141QYMC,B006J4MAIQ,B0005ZYSIA,B00330V9K4,B004FELBH8,B00141QX32,B001EQ5NLU,B00012182G,B00141OVJA,B006BXV1H6,B003FYF4V8,B006J4MAUE,B004IN4LLO,B002LAX338,B000HP5HB0,B003B3OOPA,B001FSK3IK,B004YGQPCI,B0002IMS5K
B003SWCZG4,B001EQ5482,B0070CGXN4,B007PE7ANY,B004P3J3JC,B0090NGRYG,B0029K11LQ,B001EQ5LGC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B003SWCZG4,B007HDSPVO,B000G17Y9I,B004OLUCAE,B002UL6M0E,B0078DPT3K,B004ZIER34,B001H9N9RE,B001EQ4SHK,B0043H38CS,B004OLS4UO,B001E5E05G,B004OV6X6Q,B000E672A6,B001682PD0,B001AHJ2D8,B0049ICWNM,B000YSRK7E,B005GX0EES,B000GG5IYQ
B0014157CA,B000FMBEFI,B000PXXQNK,B001D04160,B000FM9BEE,B004JQZENY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000E5AO8O,B0006VB3TA,B00006LL38,B0009YF43K,B0006VB3T0,B00061MV1O,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000E5AO8O,B000JWEE74,B003STAO8S,B0005Z83E0,B000HZHV2S,B000I68S9Q,B001GVIRYS,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000E5AO8O,B0013NUGDE,B007M83302,B000IHNCQO,B000IHNCQO,B000IHJEDE,B000IHJEDE,B0039ZOZ86,B000FPM23S,B000FPKX5M,B0007OVVQQ,B000EYNKAE,B0039LVLS2,B000EQTB4Q,B000VK8AVK,B003AZ2ECY,B000F8L4GQ,B000EYPNCW,B001RVFEP2,B0026KNQSA
B0002NYO98,B0002NYO9I,B0002NYO7U,B000NVDZ0I,B0002NYO8Y,B0002NYO84,B000NVCK68,B000NVFDT4,B0002NYO8E,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B0000GGI00,B003VXFK44,B006N3IG4K,B004P4TL8E,B0039QW2EE,B0039QS49Q,B006N3HWTU,B000FL08B0,B0001BGTSU,B002RTB0H4,B004K3SET2,B001EO5Q64,B001GVIRMK,B003VXHGPK,B000NMJWZO,B001EO619U,B004I0C6NM,B003VXHGE6,B001GMCNQA,B003VXL0V6
B004ALGNQ0,B000CQE3HS,B000CQID1A,B0040PZ0BA,B000RI1W8E,B005FG6NY6,B003X3WHJS,B0029O0GA4,B000CQE3IC,B004RZZM0C,B000CQID1K,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001EHDMY4,B007N04BY6,B000OWEOHY,B007N04AJ2,B007N04BZA,B000GG1O9O,B0030GQHXA,B007N04AF6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002TMV3E4,B001BDDTB2,B002IEZJMA,B007RTR9E2,B004JRKEH4,B001OCKIP0,B001LG940E,B004YV80OE,B001BCVY9W,B001BCXTGS,B001BCVY4W,B001Q9EGFY,B002D4DY8G,B004T3QMD8,B004JRMG98,B004BKLHOS,B007RTR8A2,B0002MLAEQ,B001Q9EGFE,B004JRO1S2
B002TMV3E4,B001LG945O,B001LGGH40,B004ZIER34,B0014WYXQK,B005VOONKI,B005VOOM4A,B001OCBT3U,B005VOOM2W,B005VOONLW,B005VOOKS8,B004E4CCSQ,B001LGGH54,B002TSA91Q,B002TSA91G,B004NSKWMQ,B005VOONI0,B005A1LJ04,B005A1LINC,B005VOOM5E
B002TMV3E4,B001EQ55ZO,B004JRKEH4,B005VOONKI,B005VOOM4A,B004T80BYE,B0061IUKDM,B005VOOM2W,B005VOONLW,B005VOOKS8,B004OQ257C,B004JRMG98,B003JA5KBW,B005VOONI0,B005A1LJ04,B005A1LINC,B001BM62T4,B005VOOM5E,B007RTR8UM,B005VOOLXM
B002TMV3E4,B001LG945O,B00503DP0O,B005001YP0,B000FA38ZY,B006J4MAIQ,B007I7Z3Z0,B007K449CE,B004MO6NI8,B004YV80O4,B0090X8IPM,B003GTR8IO,B001OCBT3U,B004U43ZO0,B006BXV130,B0000GG22E,B004BKLHOS,B0040K41MY,B000M9N1L4,B006J4MAUE
B002TMV3E4,B001BDDTB2,B001LG940E,B0014WYXYW,B001BCVY9W,B0090X8IPM,B001BCXTGS,B003GTR8IO,B004U43ZO0,B001BCVY4W,B001EO6E0Q,B004JRO1S2,B000IKF59S,B003XDH6M6,B001BDDT8K,NaN,NaN,NaN,NaN,NaN
B002TMV3E4,B001LMPE2U,B001PO7FIU,B005GWYMME,B000LLM8DU,B006H32PWU,B004JZKQ8S,B000E7YPPK,B004UB4Z56,B000LKVDO6,B0029EZUHS,B005GX6XBQ,B002NHYQAS,B004OOVXFO,B004XTDI4O,B002IEZJMA,B006J4MAIQ,B004OOTYXW,B005ZHC7EA,B004JLHU6S
B002TMV3E4,B0045XE32E,B002NHYQAS,B0041NYV8E,B004JRKEH4,B002LANN56,B005VOONKI,B005VOOM4A,B0061IUKDM,B001Q9EFW8,B005VOOM2W,B005VOONLW,B005VOOKS8,B001VJ0B0I,B004JRMG98,B005VOONI0,B004JRO1S2,B005A1LJ04,B001Q9EFVY,B005VOOM5E
B002TMV3E4,B001E4S7WE,B005CUU25G,B008O3G25W,B0014WYXQK,B008O3G2K2,B001Q9EGFY,B005CUU23S,B001Q9EGFE,B005A1LJ04,B005GBIXZM,B005GYULZY,B008O3G2GG,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002TMV3E4,B0054TWQ2C,B007POT6RM,B005MWAM72,B007RTR8AC,B001OCKIP0,B007RTR89S,B005VOONKI,B0090X8IPM,B005VOOM4A,B003GTR8IO,B005VOOM2W,B005VOONLW,B007RTR8TS,B005VOOKS8,B004FEJ968,B004TPKAN4,B005VOONI0,B005A1LJ04,B006BXUY2Y
B002TMV3E4,B001LG945O,B001E5E20O,B001BDDTB2,B004ZIER34,B007POT6RM,B002NHYQAS,B0041NYV8E,B002IEZJMA,B005MWAM72,B007I7Z3Z0,B007K449CE,B004X3VRLG,B001LG940E,B002LANN56,B004YV80O4,B004YV80OE,B0032JKL14,B0076YVPFC,B001BCVY9W
B002TMV3E4,B001LG945O,B0090X8IPM,B003GTR8IO,B004DIZZA0,B000P7345G,B000H1558E,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002TMV3E4,B0090X8IPM,B003GTR8IO,B004JGQ16I,B004FEN3GK,B002TMV3CG,B004JGQ15Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002TMV3E4,B000X98Z5A,B005GIF5VU,B0029NTQ1K,B0029O10P4,B005D8VOFO,B004FELBH8,B0090X8IPM,B003GTR8IO,B000GAT6NG,B0009F3SA0,B004U43ZO0,B001EO5Q64,B004OQ257M,B005GIF5UQ,B0029NVJX8,B004EAGP74,B000X9CX26,B005HG9ESG,B0029NVJ4M
B002TMV3E4,B0054TWQ2C,B002NHYQAS,B004CYLW7A,B006BXUVPY,B006J4MAIQ,B004867T24,B004FELBH8,B0054TWQMM,B000P55XAC,B003JA5KDU,B0061IUKDM,B0062Q53U8,B006BXUZVO,B004FEJ968,B004U43ZO0,B0076YVPKC,B006BXV130,B002RSVOLM,B008EG58V8
B002TMV3E4,B001LG945O,B001LGGH40,B004ZIER34,B004R8J8E0,B001EQ55RW,B001EQ55ZO,B004JRKEH4,B001OCKIP0,B001LG940E,B005VOONKI,B0090X8IPM,B005VOOM4A,B003GTR8IO,B005VOOM2W,B005VOONLW,B006BXUZVO,B005VOOKS8,B008RWUKXK,B001PB8014
B002TMV3E4,B002TMV34E,B004ZIER34,B004CYLW7A,B006BXUVPY,B001EQ55ZO,B007RTR8AC,B004JRKEH4,B001LG940E,B0014WYXQK,B004YV80O4,B005VOONKI,B005VOOM4A,B005VOOM2W,B005VOONLW,B005VOOKS8,B004TPKAN4,B005VOONI0,B005A1KZC2,B004FEN3GK
B002TMV3E4,B001LG945O,B001LGGH40,B004X3VRLG,B001LG940E,B005CUU25G,B008O3G25W,B002LANN56,B0090X8IPM,B003GTR8IO,B008O3G2K2,B003ZT61E2,B005CUU23S,B001VJ0B0I,B000F1UED2,B000EMK4GO,B004FEN3GK,B000CQ01GU,B005GBIXZM,B0076YVPWU
B002TMV3E4,B0010WD2BG,B004MO6NI8,B004E4CCSQ,B001O17I36,B005HG9ESG,B005A1LGIY,B001OCKIBY,B005HG9ERW,B005HG9ET0,B006MONQMC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002TMV3E4,B0045XE32E,B001BDDTB2,B006Q7YFLQ,B002IEZJMA,B007RTR8AC,B001OCKIP0,B005CUU25G,B008O3G25W,B002LANN56,B004YV80O4,B004YV80OE,B007NRQ52K,B001BCVY9W,B0090X8IPM,B001BCXTGS,B003GTR8IO,B008O3G2K2,B004FEJ968,B001BCVY4W
B002TMV3E4,B0007ZLRUU,B000HARMRC,B000IK8SSS,B000BMDO3C,B0007ZPY18,B007RTR9FQ,B0007ZLRVO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002TMV3E4,B00503DP0O,B001LGGH40,B002NHYQAS,B0041NYV8E,B004CYLW7A,B007I7Z3Z0,B001LG940E,B004FELBH8,B0090X8IPM,B0061IUKDM,B003GTR8IO,B001OCBT3U,B007PE7ANY,B004U49QU2,B004U43ZO0,B004E4CCSQ,B002D4DY8G,B001LGGH54,B004BKLHOS
B002TMV3E4,B002TMV34E,B004ZIER34,B008EG58V8,B005OVPKCI,B002IEVJRY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002TMV3E4,B001LGGH40,B004ZIER34,B004R8J8E0,B0041NYV8E,B002IEZJMA,B007RTR8AM,B007RTR8AC,B004JRKEH4,B002LANN56,B004YV80OE,B007RTR89S,B005VOONKI,B005VOOM4A,B004OVATO8,B005VOOM2W,B005VOONLW,B006BXUZVO,B005VOOKS8,B008RWUKXK
B002TMV3E4,B0045XE32E,B00503DP0O,B001BDDTB2,B004CYLW7A,B002IEZJMA,B001EQ55ZO,B002LANN56,B005QRPH78,B005QRPHPU,B001BCVY9W,B0090X8IPM,B001BCXTGS,B003GTR8IO,B001BCVY4W,B001VJ0B0I,B004JRMG98,B007RTR9DS,B0051COPH6,B005HG9ESG
B002TMV3E4,B003QNJYXM,B004MO6NI8,B001LG940E,B0045X7H9A,B0090X8IPM,B001P05K7M,B001P05K7W,B003GTR8IO,B001LGGH54,B0077CVRVU,B001AS1A4Q,B0029ZAOW8,B00347AL5U,B000F7VB10,B003QNLUTI,NaN,NaN,NaN,NaN
B002TMV3E4,B0045XE32E,B001EQ55RW,B001D3LV5Q,B002IEZJMA,B004MO6NI8,B001VDXO3K,B001EQ550E,B004JRMG98,B003JA5KBW,B005CIMZAS,B003QKBDX4,B007JT7AEY,B005HG9ESG,B000LQNK5U,B002IEVJRY,B005HG9ERW,B005HG9ET0,B000CSEFQ0,B00106VFXY
B002TMV3E4,B001LGGH40,B004JRKEH4,B003ZT61E2,B002D4DY8G,B004T3QMD8,B001LGGH54,B007JT7AEY,B004JRO1S2,B004FEN3GA,B004E4EBMG,B007JT7AIA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002TMV3E4,B001LG945O,B002NHYQAS,B001OCKIP0,B006BXUY2Y,B000FDDETG,B005BPVA3A,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002TMV3E4,B002TMV34E,B0045XE32E,B001H0FHXW,B000KV61FC,B0015TZAY6,B001H0FI22,B000EDG598,B001IZM92S,B006RYAY68,B0025VQE5W,B000FBOAP0,B000FBOAP0,B0042RLDWQ,B000EVSYI0,B000CPZSC8,B004E4CCSQ,B000FBM54S,B000FBM54S,B000KV7ZGQ
B002TMV3E4,B001LG945O,B004ZIER34,B002NHYQAS,B000FA38ZY,B001OCKIP0,B001LG940E,B001OCBT3U,B008EG5ADY,B008EG58V8,B002D4DY8G,B005OVPKCI,B005OVPK9G,B0061IULW2,B0076YVPLG,B0016PC4TS,NaN,NaN,NaN,NaN
B002TMV3E4,B001LGGH40,B001EQ55RW,B0041NYV8E,B000FA38ZY,B001EQ55ZO,B007I7Z3Z0,B004JRKEH4,B001LG940E,B006BXUYN8,B005SPQENY,B0037QGKSK,B004U49QU2,B004U43ZO0,B004E4CCSQ,B002D4DY8G,B0051COPH6,B001BM62T4,B002IEVJRY,B0041CIP3M
B002TMV3E4,B004ZIER34,B001EQ55RW,B0041NYV8E,B007RTR8AC,B005VOONKI,B005VOOM4A,B005VOOM2W,B005VOONLW,B005VOOKS8,B008RWUKXK,B004U43ZO0,B005IW4WFY,B005VOONI0,B008RWUHA6,B005VOOM5E,B005VOOLXM,B000EDDS6Q,B005VOONGM,B005VOONM6
B002TMV3E4,B001LG945O,B0041NYV8E,B002IEZJMA,B007I7Z3Z0,B002E0S4UW,B0030VBSBG,B000ER5EKA,B006BXUYN8,B001EQ4HM6,B001OCBT3U,B001NXM3I0,B001EQ4OWO,B001B2SVOS,B000UUWECC,B004051BLS,B0030VJ9UI,B001NXHY8Y,B001PICX42,B005HG9ESG
